License Number,Facility Name,DBA,Facility Type,Street,City,State,Zip Code,Date Updated,Latitude,Longitude
404R-00054,MARYS MEDICINALS LLC,Mary's Medicinals,Retail Marijuana Products Mfg,4990 North Oakland Street Unit 100,Denver,CO,80239,2024-09-03,39.788185,-104.850589
404R-00504,MBF LABS LLC ,My Brothers Flower,Retail Marijuana Products Mfg,42 North Fabrication Drive Suite 101,Pueblo West,CO,81007,2024-09-03,38.334854,-104.732129
404R-00431,MCCANBIZ LLC,Humble Farms,Retail Marijuana Products Mfg,8552 Maverick Lane,Ordway,CO,81063,2024-09-03,38.388905,-104.676225
404R-00012,MEDICALLY CORRECT LLC,Medically Correct ,Retail Marijuana Products Mfg,1308 South Jason Street,Denver,CO,80223,2024-09-03,39.6928677,-104.9990785
404R-00384,MEDPHARM HOLDINGS LLC,Bud & Mary's Cannabis,Retail Marijuana Products Mfg,3855 North Quentin Street,Denver,CO,80239,2024-09-03,39.76989,-104.84483
404R-00467,MILE HIGH DABS LLC,,Retail Marijuana Products Mfg,9670 Dallas Street Unit 2,Henderson,CO,80640,2024-09-03,39.877279,-104.876203
404R-00235,MILE HIGH XTRACTIONS LLC,Mile High Xtractions,Retail Marijuana Products Mfg,"9690 Dallas Street, Unit C",Henderson,CO,80640,2024-09-03,39.878139,-104.87606
404R-00534,MIRACLE FARMS LLC,,Retail Marijuana Products Mfg,923 Silver Lane,Moffat,CO,81143,2024-09-03,37.85291,-106.931283
404R-00475,MONTEM PHARMLABS LIMITED,Northern Standard,Retail Marijuana Products Mfg,272 North Main Street,Alma,CO,80420,2024-09-03,39.2867023,-106.0643296
404R-00244,MONTEM PHARMLABS LIMITED,Northern Standard,Retail Marijuana Products Mfg,513 North Main Street,Alma,CO,80420,2024-09-03,39.2886359,-106.0660805
404R-00099,MOUNTAIN HIGH PRODUCTS LLC,Wana,Retail Marijuana Products Mfg,"7161 Valtec Court, Units A, D & E",Boulder,CO,80301,2024-09-03,40.01595,-105.186479
404R-00039,MOUNTAIN HIGH SUCKERS LLC,Mountain High Suckers LLC,Retail Marijuana Products Mfg,"400 South Lipan Street, Unit 11",Denver,CO,80223,2024-09-03,39.710119,-105.001408
404R-00473,MOUNTAIN MANAGERS II LLC,edun,Retail Marijuana Products Mfg,111 Diamond Loop Unit B,Parachute,CO,81635,2024-09-03,39.4481319,-108.0626076
404R-00310,MS LAFAYETTE LLC,Glacier Concentrates,Retail Marijuana Products Mfg,"4140 North York Street, Suite 220",Denver,CO,80216,2024-09-03,39.775137,-104.959336
404R-00550,"MS LAFAYETTE, LLC",Meraki Brands,Retail Marijuana Products Mfg,1224 Commerce Court Suite 1,Lafayette,CO,80026,2024-09-03,39.9797667,-105.072429
404R-00455,MSC EXTRACTS LLC ,Mountain Select,Retail Marijuana Products Mfg,"472 Laredo Street, Unit K",Aurora,CO,80011,2024-09-03,39.7233443,-104.7994953
404R-00538,MTGROWERS LLC,MTGrowers,Retail Marijuana Products Mfg,217 Main Street,Antonito,CO,81120,2024-09-03,37.0731891,-106.0089548
404R-00517,NATIONAL GREEN SOURCE LLC,The Green Source,Retail Marijuana Products Mfg,1900 South Freeway,Pueblo,CO,81004,2024-09-03,38.234103,-104.6120899
404R-00259,NATTY REMS LLC,Natty Rems,Retail Marijuana Products Mfg,4675 North Kingston Street,Denver,CO,80239,2024-09-03,39.781946,-104.859085
404R-00529,NATURAL ALTERNATIVES FOR HEALTH CORP,,Retail Marijuana Products Mfg,5720 Bueno Drive,Fort Collins,CO,80525,2024-09-03,40.508764,-105.0762267
404R-00444,NATURE MED INC,LePow Extracts,Retail Marijuana Products Mfg,"745 North Federal Boulevard, Unit 100,",Denver,CO,80204,2024-09-03,39.72831,-105.025212
404R-00265,NATURE MED INC,,Retail Marijuana Products Mfg,"35715 US Highway 40, Units D301 and D302,",Evergreen,CO,80439,2024-09-03,39.654969,-105.297135
404R-00391,NATURES HERBS & WELLNESS CENTER III LLC,Natures Herbs & Wellness Center III,Retail Marijuana Products Mfg,3220 Center Drive ,Milliken,CO,80543,2024-09-03,40.33087,-104.834102
404R-00009,NATURES KITCHEN LLC,,Retail Marijuana Products Mfg,540 27th Street,Garden City,CO,80631,2024-09-03,40.3944806,-104.6866871
404R-00220,NEXT1 LABS LLC,Next1 Labs,Retail Marijuana Products Mfg,"9670 Dallas Street, Units 3 & 4",Henderson,CO,80640,2024-09-03,39.877279,-104.876203
404R-00396,NOCO CRAFT PRODUCTS LLC,Nokhu Labs,Retail Marijuana Products Mfg,5608 South College Avenue ,Fort Collins,CO,80525,2024-09-03,40.5091913,-105.0768661
404R-00390,NOMADIC LLC,"Royal Jelly, Lazercat",Retail Marijuana Products Mfg,8620 Colorado 103,Idaho Springs,CO,80452,2024-09-03,39.7410877,-105.5197832
404R-00416,NORTHWEST CONFECTIONS COLORADO LLC ,WYLD,Retail Marijuana Products Mfg,2670 South Delaware Street,Denver,CO,80223,2024-09-03,39.6682487,-104.9921827
404R-00421,NUHI LLC,Doobz,Retail Marijuana Products Mfg,4929 Ironton Street,Denver,CO,80239,2024-09-03,39.7865714,-104.8638237
404R-00137,NUVUE PHARMA LLC,,Retail Marijuana Products Mfg,4740 Dillon Drive,Pueblo,CO,81008,2024-09-03,38.317696,-104.6118152
404R-00527,OIL WELL INDUSTRIES LLC,The Oil Well,Retail Marijuana Products Mfg,43 North Silicon Drive,Pueblo West,CO,81007,2024-09-03,38.330707,-104.716159
404R-00061,ORGANIC ALTERNATIVES INC,Organic Alternatives,Retail Marijuana Products Mfg,337 Hickory Street,Fort Collins,CO,80524,2024-09-03,40.603415,-105.0827213
404R-00401,PALISADE APOTHECARY LTD,,Retail Marijuana Products Mfg,"125 Peach Avenue, Unit A",Palisade,CO,81526,2024-09-03,39.1115096,-108.3529536
404R-00411,PAPILLONS LLC,marQaha,Retail Marijuana Products Mfg,963 North Federal Boulevard Suites 110 & 120,Denver,CO,80204,2024-09-03,39.732328,-105.025234
404R-00181,PBS HOLDCO LLC,Purplebee's,Retail Marijuana Products Mfg,30899 Highway 50 East,Pueblo,CO,81006,2024-09-03,38.244903,-104.498136
404R-00453,PD LLC,Mountain Orchid,Retail Marijuana Products Mfg,5374C Montezuma Road,Montezuma,CO,80435,2024-09-03,39.5885412,-105.8685243
404R-00164,PG GROW II LLC,12 Peaks Farms,Retail Marijuana Products Mfg,7800 County Road 152,Salida,CO,81201,2024-09-03,38.552888,-106.021715
404R-00199,PLATINUM FOODS LLC,TasteBudz,Retail Marijuana Products Mfg,711 West 8th Street,Pueblo,CO,81003,2024-09-03,38.2743502,-104.6164524
404R-00454,PNW LLC,AO Extracts,Retail Marijuana Products Mfg,701 West Mississippi Avenue,Denver,CO,80223,2024-09-03,39.696758,-104.995777
404R-00486,PO TECH-CO LLC,,Retail Marijuana Products Mfg,5724 South College Avenue,Fort Collins,CO,80525,2024-09-03,40.5080946,-105.0772071
404R-00557,PROMISED LAND ORGANICS LLC,Promised Land Snack Company,Retail Marijuana Products Mfg,2518 Midpoint Drive Unit 2,Fort Collins,CO,80525,2024-09-03,40.5627939,-105.0314383
404R-00268,PUEBLO WELLNESS LLC,,Retail Marijuana Products Mfg,"1137 South Jason Street, Suite 100",Denver,CO,80223,2024-09-03,39.6959985,-104.9992599
404R-00522,PURE QUALITY EXTRACT LLC,GoStrongHealth,Retail Marijuana Products Mfg,5724 Bueno Drive Unit A,Fort Collins,CO,80525,2024-09-03,40.5087646,-105.0760833
404R-00435,QCI LABS LLC,QCi Labs,Retail Marijuana Products Mfg,"5303 Vasquez Boulevard, Unit 102,",Commerce City,CO,80022,2024-09-03,39.7932969,-104.9395942
404R-00045,R & B CONSULTING INC,Iion Cannabis,Retail Marijuana Products Mfg,"4727 North Broadway, Unit H",Boulder,CO,80304,2024-09-03,40.040917,-105.282079
404R-00288,RD INDUSTRIES LLC,Rare Dankness,Retail Marijuana Products Mfg,10555 East 45th Avenue,Denver,CO,80239,2024-09-03,39.7792721,-104.8645601
404R-00101,RM CONCEPTS LLC,Tabernash Cannabis,Retail Marijuana Products Mfg,"462 Laredo Street, Unit G",Aurora,CO,80011,2024-09-03,39.7233244,-104.8000558
404R-00176,RMZ LLC,,Retail Marijuana Products Mfg,4875 East 41st Avenue,Denver,CO,80216,2024-09-03,39.7748548,-104.9306641
404R-00049,ROCKY MOUNTAIN DISTRIBUTORS LLC,,Retail Marijuana Products Mfg,1135 South Jason Street,Denver,CO,80223,2024-09-03,39.6960302,-104.9992597
404R-00197,RUBII LLC,,Retail Marijuana Products Mfg,"6859 North Foothills Highway, Unit C-400",Boulder,CO,80302,2024-09-03,40.0983218,-105.2821961
404R-00445,SAN JUAN STRAINS INC,,Retail Marijuana Products Mfg,95 Industrial Circle,Pagosa Springs,CO,81147,2024-09-03,37.202251,-107.12619
404R-00374,SEVEN LEAVES LLC,,Retail Marijuana Products Mfg,80 D North Fabrication Drive,Pueblo West,CO,81007,2024-09-03,38.33661,-104.731268
404R-00443,SHEZMU EXTRACTIONS LTD ,Shezmu Extractions,Retail Marijuana Products Mfg,"4550 Highway 6 & 24, Unit C2",De Beque,CO,81630,2024-09-03,39.356958,-108.173735
404R-00543,SIXTY-SIX MANAGEMENT LLC,PURPLEMED,Retail Marijuana Products Mfg,2480 49th Street Unit F,Boulder,CO,80301,2024-09-03,40.0231799,-105.2376916
404R-00005,SL Cherokee LLC,,Retail Marijuana Products Mfg,1155 South Cherokee Street,Denver,CO,80223,2024-09-03,39.6955768,-104.9915764
404R-00051,SLANG COLORADO MANUFACTURING INC,,Retail Marijuana Products Mfg,2121 South Jason Street,Denver,CO,80223,2024-09-03,39.6780525,-104.999567
404R-00499,SMITH ROAD LLC,Inferno Natural Gas,Retail Marijuana Products Mfg,"5200 East Smith Road, Unit 100",Denver,CO,80216,2024-09-03,39.775054,-104.925976
404R-00559,SMTG HOLDINGS LLC ,,Retail Marijuana Products Mfg,3375 South Interstate 25,Pueblo,CO,81004,2024-09-03,38.069344,-104.711251
404R-00094,SOFA KING MEDICINAL WELLNESS PRODUCTS LLC,SKM,Retail Marijuana Products Mfg,1181 County Road 308,Dumont,CO,80436,2024-09-03,39.7643407,-105.5972387
404R-00251,SOIKU BANO LLC,Soiku Bano,Retail Marijuana Products Mfg,6115 Washington Street,Denver,CO,80216,2024-09-03,39.7808526,-104.9790148
404R-00425,SOUTH PLATTE DISTRIBUTORS LLC,,Retail Marijuana Products Mfg,712 Mayor Patricia Reigel Boulevard,Moffat,CO,81143,2024-09-03,38.065284,-105.817955
404R-00508,SPHEREX LLC,,Retail Marijuana Products Mfg,16506 East 2nd Avenue,Aurora,CO,80011,2024-09-03,39.7196956,-104.8193177
404R-00200,SR COLORADO LLC,Shift Refinery,Retail Marijuana Products Mfg,"9690 Dallas Street, Units I & J",Henderson,CO,80640,2024-09-03,39.878139,-104.87606
404R-00071,SR HOLDING COMPANY LLC,,Retail Marijuana Products Mfg,4502 North Washington Street,Denver,CO,80216,2024-09-03,39.778351,-104.979319
404R-00182,STARBUDS MIPS LLC,,Retail Marijuana Products Mfg,"9670 Dallas Street, Units 5 & 6",Henderson,CO,80640,2024-09-03,39.877279,-104.876203
404R-00170,STAYCON LLC,Craft,Retail Marijuana Products Mfg,869 East Industrial Boulevard,Pueblo West,CO,81007,2024-09-03,38.3241609,-104.6886055
404R-00554,STRAIN 16 LTD,STRAIN 16 LTD,Retail Marijuana Products Mfg,4805 North Kingston Street #105,Denver,CO,80239,2024-09-03,39.786047,-104.859095
404R-00392,SUNSHINE EXTRACTS LLC,Sunshine,Retail Marijuana Products Mfg,7183 Arapahoe Road Unit A,Boulder,CO,80303,2024-09-03,40.0148418,-105.1865304
404R-00050,SUSTAINABLE HEALTH LLC,14er Infusions,Retail Marijuana Products Mfg,"1840 Commerce Street, Unit F",Boulder,CO,80301,2024-09-03,40.0186072,-105.231459
404R-00282,SYLS LLC,Strawberry Fields,Retail Marijuana Products Mfg,2285 North Interstate 25,Pueblo,CO,81008,2024-09-03,38.3380009,-104.6201045
404R-00528,TAMALPAIS PARTNERS LLC,Blue Fox Brands ,Retail Marijuana Products Mfg,35715 US Highway 40 D205-206,Evergreen,CO,80439,2024-09-03,39.741408,-105.431886
404R-00202,TERRAPIN SEPARATIONS INC,Lucky Turtle Extracts,Retail Marijuana Products Mfg,"472 Laredo Street, Unit J",Aurora,CO,80011,2024-09-03,39.7233443,-104.7994953
404R-00417,TEXCO PRODUCTS LLC,Dune Dab Company,Retail Marijuana Products Mfg,800 South Reigel Court,Moffat,CO,81143,2024-09-03,38.065284,-105.817955
404R-00560,THE CANNABIS PIONEERS LLC,,Retail Marijuana Products Mfg,12001 East 33rd Avenue Unit J,Aurora,CO,80010,2024-09-03,39.7647608,-104.8483447
404R-00311,THE FLOWER COLLECTIVE LTD,TFC,Retail Marijuana Products Mfg,91 Big Springs Drive,Nederland,CO,80466,2024-09-03,39.9597251,-105.5082398
404R-00270,THE GIVING TREE OF DENVER LLC,,Retail Marijuana Products Mfg,1255 South Huron Street,Denver,CO,80223,2024-09-03,39.6938869,-104.9969375
404R-00480,THE GREEN BUILDING LLC,,Retail Marijuana Products Mfg,1397 South Cherokee Street,Denver,CO,80223,2024-09-03,39.6909618,-104.9909149
404R-00063,THE ORGANIC SEED LLC,DabTek,Retail Marijuana Products Mfg,41 North Precision Drive,Pueblo West,CO,81007,2024-09-03,38.333847,-104.727828
404R-00274,THOMASH LLC,Alchemy Food Co,Retail Marijuana Products Mfg,9782 East Girard Avenue,Denver,CO,80231,2024-09-03,39.6544038,-104.8742349
404R-00531,TKN INDUSTRIES LLC,The Trichome Collective,Retail Marijuana Products Mfg,35715 Highway 40 Suite D105,Evergreen,CO,80439,2024-09-03,39.741408,-105.431886
404R-00257,TRAGAR INC,Javelina,Retail Marijuana Products Mfg,4827 North Interstate 25,Pueblo,CO,81008,2024-09-03,38.3380009,-104.6201045
404R-00551,TRAIL SNAX LLC,TRAIL SNAX CO,Retail Marijuana Products Mfg,315 East 1st Street Suite B,Parachute,CO,81635,2024-09-03,39.4530744,-108.0514933
404R-00389,TREATMENTS UNLIMITED LLC,Altitude East,Retail Marijuana Products Mfg,4550 North Jackson Street,Denver,CO,80216,2024-09-03,39.8257512,-104.6954995
404R-00555,TRUE HEALTH COMPLEX LLC,C'est la vie Coffee,Retail Marijuana Products Mfg,4805 North Kingston Street Suite 102,Denver,CO,80239,2024-09-03,39.786047,-104.859095
404R-00030,TUMBLEWEED STEAMBOAT LLC,RK Enterprises,Retail Marijuana Products Mfg,2673 Jacob Circle Unit 200,Steamboat Springs,CO,80487,2024-09-03,40.5069169,-106.8579824
404R-00361,TY WEBB ENTERPRISES LLC,,Retail Marijuana Products Mfg,9792 East Hanover Court,Henderson,CO,80640,2024-09-03,39.873838,-104.868047
404R-00256,URBANE DEVELOPERS LLC,Cherry,Retail Marijuana Products Mfg,2191 South Jason Street,Denver,CO,80223,2024-09-03,39.6769132,-104.999567
404R-00271,VENTURE PRODUCT CONSULTING LLC,Rize Concentrates,Retail Marijuana Products Mfg,"4242 North Elizabeth Street, Unit 2",Denver,CO,80216,2024-09-03,39.77593,-104.956381
404R-00440,VERV LLC,Dadirri,Retail Marijuana Products Mfg,3988 North Ulster Street,Denver,CO,80207,2024-09-03,39.75203,-104.89378
404R-00237,VIOLA INC,Viola's Extracts,Retail Marijuana Products Mfg,4645 North Joliet Street,Denver,CO,80239,2024-09-03,39.782371,-104.8614
404R-00519,WALSENBURG CANNABIS LLC,,Retail Marijuana Products Mfg,7891 Tamarack Lane,Ordway,CO,81063,2024-09-03,38.061467,-102.928414
404R-00548,WARE HAUSE LLC,,Retail Marijuana Products Mfg,153 North Vallejo Street,Denver,CO,80223,2024-09-03,39.707374,-105.013333
404R-00218,WEST EDISON INC,West Edison Cannabis Concentrates,Retail Marijuana Products Mfg,"462 North Laredo Street, Unit D and E",Aurora,CO,80011,2024-09-03,39.723496,-104.800498
404R-00446,WLCO LLC,WHT LBL,Retail Marijuana Products Mfg,8401 Baseline Road,Boulder,CO,80303,2024-09-03,40.0011404,-105.1570366
404R-00016,WM CONCENTRATES LLC,,Retail Marijuana Products Mfg,5124 North Havana Street ,Denver,CO,80239,2024-09-03,39.755386,-104.864846
404R-00327,WONDERLAND EDIBLES LTD,Wonderland Edibles,Retail Marijuana Products Mfg,"5475 North Peoria Street, Unit 4-109",Denver,CO,80239,2024-09-03,39.796292,-104.847165
404R-00523,WORKHORSE GLOBAL LLC,,Retail Marijuana Products Mfg,1910 South Cherokee Street ,Denver,CO,80223,2024-09-03,39.6818396,-104.991
404R-00206,WPJJ LLC,Eureka Vapor,Retail Marijuana Products Mfg,2190 South Jason Street,Denver,CO,80223,2024-09-03,39.6769123,-104.9993535
404R-00370,XLNY LLC,Made in Xiaolin,Retail Marijuana Products Mfg,"35715 US Highway 40, Unit D303",Evergreen,CO,80439,2024-09-03,39.741408,-105.431886
404R-00277,YETI FARMS LLC,Yeti Farms LLC,Retail Marijuana Products Mfg,1650 Siloam Road,Pueblo,CO,81005,2024-09-03,38.2264739,-104.975429
404R-00503,YUMA WAY LLC,,Retail Marijuana Products Mfg,1232 South Bannock Street,Denver,CO,80223,2024-09-03,39.6941691,-104.9900635
404R-00338,Z VAPES LLC,,Retail Marijuana Products Mfg,5095 North Colorado Boulevard,Denver,CO,80216,2024-09-03,39.787231,-104.940635
404R-00165,ZEKES QUALITY LLC,Zeke's Quality Cannabis,Retail Marijuana Products Mfg,"6859 North Foothills Highway, Unit C-500",Boulder,CO,80302,2024-09-03,40.0983218,-105.2821961
