License Number,Facility Name,DBA,Facility Type,Street,City,State,Zip Code,Date Updated,Latitude,Longitude
403R-00202,SOLACE MEDS OF WHEAT RIDGE LLC,,Retail Marijuana Cultivation Facility,4845 Van Gordon Street,Wheat Ridge,CO,80033,2024-09-03,39.784624,-105.1356198
403R-01120,SOUTH PLATTE DISTRIBUTORS LLC,,Retail Marijuana Cultivation Facility,712 Mayor Patricia Reigel Boulevard,Moffat,CO,81143,2024-09-03,38.065284,-105.817955
403R-00623,SOUTHWEST ALTERNATIVE CARE LLC,Kaya Cannabis,Retail Marijuana Cultivation Facility,"6390 Gunpark Drive, Unit A",Boulder,CO,80301,2024-09-03,40.0699813,-105.2046308
403R-01041,SPANISH PEAKS HOLDINGS LLC,Spanish Peaks Botanicals,Retail Marijuana Cultivation Facility,1351 Highway 85/87,Walsenburg,CO,81089,2024-09-03,37.521304,-104.696987
403R-01263,SPCY CANNA LLC,SPCY Canna LLC,Retail Marijuana Cultivation Facility,535 Lone Tree Circle #A,Nunn,CO,80648,2024-09-03,40.7111533,-104.7867522
403R-01249,STARGAZER FARMS LLC,,Retail Marijuana Cultivation Facility,20069 Tamarack Lane,Ordway,CO,81063,2024-09-03,38.061467,-102.928414
403R-00929,STATEWIDE SUPPLY ,Statewide Supply,Retail Marijuana Cultivation Facility,1328 South La Crosse Avenue,Pueblo,CO,81001,2024-09-03,38.254937,-104.588315
403R-01386,STAYCON LLC,Craft,Retail Marijuana Cultivation Facility,1812 La Crosse Avenue,Pueblo,CO,81006,2024-09-03,38.250102,-104.5889754
403R-00915,STERLING PHARMS INC,,Retail Marijuana Cultivation Facility,3065 Sterling Circle,Boulder,CO,80301,2024-09-03,40.0306147,-105.2285757
403R-00589,STONE T.M.C. LLC,The Stone,Retail Marijuana Cultivation Facility,1828 South Bannock Street,Denver,CO,80223,2024-09-03,39.683396,-104.989626
403R-01443,SUGAR SHACK TREEZ THAT PLEEZ INC,,Retail Marijuana Cultivation Facility,155 Vallejo Street,Denver,CO,80223,2024-09-03,39.7197884,-105.013287
403R-00889,SUMMIT WELLNESS,DENREC Denver Recreational Dispensary,Retail Marijuana Cultivation Facility,2042 South Bannock Street,Denver,CO,80223,2024-09-03,39.6793381,-104.9897442
403R-00174,SUMMIT WELLNESS,DENREC Denver Recreational Dispensary,Retail Marijuana Cultivation Facility,2211 South Jason Street,Denver,CO,80223,2024-09-03,39.6763752,-104.999567
403R-01118,SUNHOUSE COLORADO LLC,Sunhouse,Retail Marijuana Cultivation Facility,4640 North Ironton Street,Denver,CO,80239,2024-09-03,39.782365,-104.863207
403R-00872,SUNNY ACRES LLC,,Retail Marijuana Cultivation Facility,7070 West State Highway 96,Pueblo,CO,81005,2024-09-03,38.258254,-104.823433
403R-00193,SUNRISE SOLUTIONS,,Retail Marijuana Cultivation Facility,43 Main Street,Bailey,CO,80421,2024-09-03,39.4064924,-105.4770246
403R-01482,SUNSHINE BROADWAY LLC,Sunshine,Retail Marijuana Cultivation Facility,4949 Broadway Street Unit 55 & 56,Boulder,CO,80304,2024-09-03,40.0183964,-105.2801569
403R-01056,SUNSHINE FARMS LLC,,Retail Marijuana Cultivation Facility,7183 Arapahoe Road Unit A,Boulder,CO,80303,2024-09-03,40.0148418,-105.1865304
403R-00499,SUNSHINE NORTH LLC,,Retail Marijuana Cultivation Facility,"6859 North Foothills Highway, Building G",Boulder,CO,80302,2024-09-03,40.098832,-105.282145
403R-00090,SUPER FARM OPERATIONS INC,Super Farm,Retail Marijuana Cultivation Facility,5395 East 39th Avenue,Denver,CO,80207,2024-09-03,39.7715052,-104.9248912
403R-00911,SUPERIOR MEDICALS INC,,Retail Marijuana Cultivation Facility,"3095 Sterling Circle West, Unit 3",Boulder,CO,80301,2024-09-03,40.0307979,-105.2281925
403R-00839,SUSTAINABLE HEALTH LLC,14er Holistics,Retail Marijuana Cultivation Facility,1830 55th Street,Boulder,CO,80301,2024-09-03,40.0190031,-105.225296
403R-00268,SUSTAINABLE HEALTH LLC,14er Gardens,Retail Marijuana Cultivation Facility,"1840 Commerce Street Units A, B, and C",Boulder,CO,80301,2024-09-03,40.018745,-105.2319
403R-01091,SUSTAINABLE HEALTH LLC,14er Gardens,Retail Marijuana Cultivation Facility,"4700 Sterling Drive, Suite A",Boulder,CO,80301,2024-09-03,40.0269738,-105.2433175
403R-00689,SWEET DS FARMS LLC,Inferno Natural Gas,Retail Marijuana Cultivation Facility,"5200 East Smith Road, Suite 100",Denver,CO,80216,2024-09-03,39.775054,-104.925976
403R-00277,SWEET LEAF PIONEER LLC,,Retail Marijuana Cultivation Facility,825 A Chambers Avenue,Eagle,CO,81631,2024-09-03,39.6589131,-106.826045
403R-01141,SWEETWATER GROUP LLC,Sweetwater Cannabis,Retail Marijuana Cultivation Facility,1335 Highway 85/87,Walsenburg,CO,81089,2024-09-03,37.521304,-104.696987
403R-00036,SWEETWATER PARTNERS LLC,The Prez,Retail Marijuana Cultivation Facility,4240 North Kearney Street,Denver,CO,80216,2024-09-03,39.775579,-104.917539
403R-00037,SWEETWATER PARTNERS LLC,El Jefe,Retail Marijuana Cultivation Facility,4260 North Kearney Street,Denver,CO,80216,2024-09-03,39.77613,-104.917542
403R-01031,Sun Grown Farms LLC,,Retail Marijuana Cultivation Facility,6399 Galbreth Road,Pueblo,CO,81005,2024-09-03,38.170626,-104.7724744
403R-00828,T & C ENTERPRISES LLC,Hi-Fuel,Retail Marijuana Cultivation Facility,2640 East 43rd Avenue,Denver,CO,80216,2024-09-03,39.7763259,-104.9558278
403R-01341,TAYLOR FARMS LLC,,Retail Marijuana Cultivation Facility,3010 Airport Road,Rifle,CO,81650,2024-09-03,39.5244385,-107.7496743
403R-01083,TELLURIDE GREEN ROOM LLC,Telluride Green Room,Retail Marijuana Cultivation Facility,268 Beaver Canyon Lane,Norwood,CO,81423,2024-09-03,38.090474,-108.22012
403R-01114,TEXCO PRODUCTS LLC,Dune Dab Company,Retail Marijuana Cultivation Facility,800 South Reigel Court,Moffat,CO,81143,2024-09-03,38.065284,-105.817955
403R-01330,THA CORP,The Herbal Alternative,Retail Marijuana Cultivation Facility,10194 Highway 491,Cortez,CO,81321,2024-09-03,37.3552374,-108.5892264
403R-00391,THA CORP,The Herbal Alternative,Retail Marijuana Cultivation Facility,1531 Lebanon Road,Cortez,CO,81321,2024-09-03,37.3624669,-108.5923141
403R-01432,THE BAKERY BROTHERS LLC,Bakery Brothers,Retail Marijuana Cultivation Facility,258 East 5th Street,Nederland,CO,80466,2024-09-03,39.9650113,-105.5059071
403R-01471,THE BUD GUYS LLC,,Retail Marijuana Cultivation Facility,13010 County Road 55,Moffat,CO,81143,2024-09-03,40.222373,-107.450648
403R-00879,THE CHRONIC FACTORY LLC,The Chronic Factory,Retail Marijuana Cultivation Facility,150 North Rio Grande Boulevard,Denver,CO,80223,2024-09-03,39.718634,-105.003787
403R-00361,THE FLOWER COLLECTIVE LTD,TFC,Retail Marijuana Cultivation Facility,1918 45 1/2 Road,De Beque,CO,81630,2024-09-03,39.231177,-108.167861
403R-00423,THE FLOWER SHOP LLC,,Retail Marijuana Cultivation Facility,"2510 47th Street, Unit GG",Boulder,CO,80301,2024-09-03,40.0262738,-105.2436859
403R-00762,THE FROST COLLECTIVE LLC,,Retail Marijuana Cultivation Facility,651 North Main Street,Mancos,CO,81328,2024-09-03,37.3512177,-108.2885125
403R-00598,THE GIVING TREE OF DENVER LLC,,Retail Marijuana Cultivation Facility,1255 South Huron Street,Denver,CO,80223,2024-09-03,39.6938869,-104.9969375
403R-00018,THE GREEN SOLUTION LLC,,Retail Marijuana Cultivation Facility,4394 North Grape Street,Denver,CO,80216,2024-09-03,39.777396,-104.924567
403R-01377,THE HERBAL CURE LLC,,Retail Marijuana Cultivation Facility,989 South Logan Street ,Denver,CO,80209,2024-09-03,39.6982357,-104.9828755
403R-00370,THE HERBAL GARDEN LLC,,Retail Marijuana Cultivation Facility,302 Lamkin Street,Pueblo,CO,81003,2024-09-03,38.264717,-104.6167109
403R-00254,THE ORGANIC SEED LLC,FUMO,Retail Marijuana Cultivation Facility,41 North Precision Drive,Pueblo West,CO,81007,2024-09-03,38.333847,-104.727828
403R-00435,THE SLOTH LLC,,Retail Marijuana Cultivation Facility,"4600 North Ironton Street, Unit 102",Denver,CO,80239,2024-09-03,39.782313,-104.863207
403R-00552,THREE RIVERS DEVELOPMENT LLC,Three Rivers Dispensary,Retail Marijuana Cultivation Facility,77 North Magneto Drive,Pueblo West,CO,81007,2024-09-03,38.334988,-104.724602
403R-01475,TIBBS & CO CULTIVATION LLC,,Retail Marijuana Cultivation Facility,322 Mary Jane Lane,Moffat,CO,81143,2024-09-03,37.702995,-106.686386
403R-00859,TKJ INVESTMENTS LLC,Fuego Farms,Retail Marijuana Cultivation Facility,600 Greenhorn Mountain Circle,Walsenburg,CO,81089,2024-09-03,37.509754,-104.757569
403R-00507,TNT BOTANICALS LLC,Pot Zero,Retail Marijuana Cultivation Facility,11157 Gypsum Creek Road,Gypsum,CO,81637,2024-09-03,39.597869,-106.949309
403R-01331,TOASTED LLC,Honey Bud,Retail Marijuana Cultivation Facility,107 San Antonio Street,Antonito,CO,81120,2024-09-03,37.0675069,-106.0112501
403R-01456,TOP NOTCH GROWERS INC,,Retail Marijuana Cultivation Facility,"3770 North Paris Street, Unit 101",Denver,CO,80239,2024-09-03,39.769192,-104.848525
403R-01023,TRAVA LLC,,Retail Marijuana Cultivation Facility,8228 Maverick Lane,Ordway,CO,81063,2024-09-03,38.388905,-104.676225
403R-01281,TRAVA1 LLC,,Retail Marijuana Cultivation Facility,8098 Maverick Lane,Ordway,CO,81063,2024-09-03,38.388905,-104.676225
403R-01295,TRAVA2 LLC,,Retail Marijuana Cultivation Facility,8096 Maverick Lane,Ordway,CO,81063,2024-09-03,38.388905,-104.676225
403R-00029,TREATMENTS UNLIMITED LLC,Altitude East,Retail Marijuana Cultivation Facility,4550 North Jackson Street,Denver,CO,80216,2024-09-03,39.8257512,-104.6954995
403R-01153,TREE FARMERS LLC,,Retail Marijuana Cultivation Facility,710 Mayor Patricia Reigel Boulevard,Moffat,CO,81143,2024-09-03,38.065284,-105.817955
403R-01313,TRI-NETRA LLC,,Retail Marijuana Cultivation Facility,20068 Sherman Lane,Ordway,CO,81063,2024-09-03,38.225581,-103.755342
403R-01276,TRICHOME WEST LTD,,Retail Marijuana Cultivation Facility,61754 County Road G,Moffat,CO,81143,2024-09-03,38.187567,-105.891425
403R-01462,TRINICEUTICALS LLC,,Retail Marijuana Cultivation Facility,100 Liberty Drive,Trinidad,CO,81082,2024-09-03,37.2215373,-104.4897322
403R-00753,TRINIDAD CULTIVATION SERVICES INC,Blue Sand Consulting,Retail Marijuana Cultivation Facility,13002 County Road 26.2,Trinidad,CO,81082,2024-09-03,37.183174,-104.481539
403R-00353,TRINIDADS HIGHER CALLING U LLC,,Retail Marijuana Cultivation Facility,1000 Independence Road,Trinidad,CO,81082,2024-09-03,37.1908155,-104.4966271
403R-01297,TUVA CANNABIS COMPANY LLC,Tuva Cannabis Co,Retail Marijuana Cultivation Facility,18753 County Road 60 ,Moffat,CO,81143,2024-09-03,38.024045,-105.9047085
403R-01383,TWIN EAGLES LIMITED,Twin Eagles,Retail Marijuana Cultivation Facility,20393 Elliott Lane,Ordway,CO,81063,2024-09-03,38.317486,-103.780036
403R-00982,TY WEBB ENTERPRISES LLC,,Retail Marijuana Cultivation Facility,9792 Hanover Court,Henderson,CO,80640,2024-09-03,39.873838,-104.868047
403R-00123,TZ FINANCIAL LLC,High Country Healing,Retail Marijuana Cultivation Facility,"191 Blue River Pkwy Stes 200, 200A, 201, 203,204, 205 & 206,",Silverthorne,CO,80498,2024-09-03,39.630743,-106.073334
403R-00637,URBANE DEVELOPERS LLC,Cherry,Retail Marijuana Cultivation Facility,2191 South Jason Street,Denver,CO,80223,2024-09-03,39.6769132,-104.999567
403R-00466,VAIL BUD BREWERY LLC,High Country Healing 8,Retail Marijuana Cultivation Facility,"40801 US Highway 6, Suite 5",Avon,CO,81620,2024-09-03,39.622644,-106.481324
403R-00463,VAIL VALLEY PARTNERS LLC,Vail Valley Cultivations,Retail Marijuana Cultivation Facility,"40690 Highway 6, Unit F",Avon,CO,81620,2024-09-03,39.622741,-106.484125
403R-00296,VENDING BY A & A LLC,Nature's of Sedgwick,Retail Marijuana Cultivation Facility,107 Main Avenue,Sedgwick,CO,80749,2024-09-03,40.9346025,-102.5237271
403R-01346,VERTS LLC,Vertical ,Retail Marijuana Cultivation Facility,5724 Bueno Drive Units B and C,Fort Collins,CO,80525,2024-09-03,40.506536,-105.075529
403R-00244,VIOLA INC,Viola's Extracts,Retail Marijuana Cultivation Facility,4645 North Joliet Street,Denver,CO,80239,2024-09-03,39.782371,-104.8614
403R-01427,VIOLET BLOOM LLC ,,Retail Marijuana Cultivation Facility,19812 Tamarack Lane,Ordway,CO,81063,2024-09-03,38.061467,-102.928414
403R-00470,VIRTUAL MARKETING LLC,Maggie's Farm,Retail Marijuana Cultivation Facility,3900 North 27th Lane,Pueblo,CO,81001,2024-09-03,38.3063405,-104.5349471
403R-00320,VISIONQUEST LLC,Vision Quest Cannabis,Retail Marijuana Cultivation Facility,"7729 County Road 150, Units A-C",Salida,CO,81201,2024-09-03,38.553286,-106.018445
403R-00999,VOODOO STYLEE NATURAL FARM LLC,Voodoo Stylee Natural Farm,Retail Marijuana Cultivation Facility,7064 West State Highway 96,Pueblo,CO,81005,2024-09-03,38.2582513,-104.8231843
403R-01138,WARRIOR FARMS LLC,,Retail Marijuana Cultivation Facility,828 Joey Lane,Moffat,CO,81143,2024-09-03,37.211154,-107.172699
403R-00456,WELLNESS CENTER OF THE ROCKIES INC,The Center,Retail Marijuana Cultivation Facility,2130 South Lipan Street,Denver,CO,80223,2024-09-03,39.677914,-105.0016732
403R-00651,WESTWARD SUMMIT LLC,High Country Healing,Retail Marijuana Cultivation Facility,"4242 North Elizabeth Street, Unit 1",Denver,CO,80216,2024-09-03,39.77593,-104.956381
403R-01058,WHEELER FARMS LLC,,Retail Marijuana Cultivation Facility,6389 Galbreth Road,Pueblo,CO,81005,2024-09-03,38.1706199,-104.7723089
403R-00563,WHITE MEADOWS CULTIVATION LLC,,Retail Marijuana Cultivation Facility,7013 Burnt Mill Road,Beulah,CO,81023,2024-09-03,38.099201,-104.90329
403R-00329,WILDFIRE CULTIVATION LLC,Wildfire,Retail Marijuana Cultivation Facility,"4891 North Broadway, Units 1 & 2",Boulder,CO,80304,2024-09-03,40.067769,-105.289706
403R-01157,WLCO LLC,WHT LBL,Retail Marijuana Cultivation Facility,8401 Baseline Road,Boulder,CO,80303,2024-09-03,40.0011404,-105.1570366
403R-01171,WLCO LLC,THE REPUBLIC,Retail Marijuana Cultivation Facility,"8401 Baseline Road, Unit A",Boulder,CO,80303,2024-09-03,40.0011404,-105.1570366
403R-01009,WOODYS FARMS LLC,,Retail Marijuana Cultivation Facility,6476 Galbreth Road,Pueblo,CO,81005,2024-09-03,38.1706942,-104.7788539
403R-01321,XI FARMS LLC,,Retail Marijuana Cultivation Facility,20385 Sherman Lane,Ordway,CO,81063,2024-09-03,38.225581,-103.755342
403R-00661,YETI FARMS LLC,,Retail Marijuana Cultivation Facility,1650 Siloam Road,Pueblo,CO,81005,2024-09-03,38.2264739,-104.975429
403R-00803,YUMA WAY LLC,,Retail Marijuana Cultivation Facility,1136 North Yuma Court,Denver,CO,80204,2024-09-03,39.734249,-105.014848
403R-00804,YUMA WAY LLC,,Retail Marijuana Cultivation Facility,1240 South Bannock Street,Denver,CO,80223,2024-09-03,39.6940443,-104.9900656
403R-00901,ZAPOTK CORPORATION LTD,,Retail Marijuana Cultivation Facility,778 County Road 230,Walsenburg,CO,81089,2024-09-03,37.631651,-104.749667
403R-01176,ZENGOLDS LLC,ZENGOLD'S,Retail Marijuana Cultivation Facility,5227 North Monroe Street,Denver,CO,80216,2024-09-03,39.775704,-104.945285
403R-01025,ZM FARMS LLC,,Retail Marijuana Cultivation Facility,6469 Galbreth Road,Pueblo,CO,81005,2024-09-03,38.1708674,-104.7794904
